0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,7
8,8
9,9
10,10
11,10
12,11
13,11
14,12
15,13
16,13
17,14
18,15
19,15
20,16
21,17
22,17
23,18
24,18
25,19
26,20
27,20
28,21
29,21
30,22
31,23
32,23
33,24
34,25
35,25
36,26
37,26
38,27
39,28
40,28
41,29
42,29
43,30
44,31
45,31
46,32
47,32
48,33
49,34
50,34
51,35
52,36
53,36
54,37
55,37
56,38
57,39
58,39
59,40
60,40
61,41
62,42
63,42
64,43
65,43
66,44
67,45
68,45
69,46
70,46
71,47
72,48
73,48
74,49
75,50
76,50
77,51
78,51
79,52
80,53
81,53
82,54
83,54
84,55
85,56
86,56
87,57
88,57
89,58
90,59
91,59
92,60
93,60
94,61
95,62
96,62
97,63
98,63
99,64
100,65
101,65
102,66
103,67
104,67
105,68
106,68
107,69
108,70
109,70
110,71
111,71
112,72
113,73
114,73
115,74
116,74
117,75
118,76
119,76
120,77
121,77
122,78
123,79
124,79
125,80
126,81
127,81
128,82
129,82
130,83
131,84
132,84
133,85
134,85
135,86
136,87
137,87
138,88
139,88
140,89
141,90
142,90
143,91
144,91
145,92
146,93
147,93
148,94
149,94
150,95
151,96
152,96
153,97
154,98
155,98
156,99
157,99
158,100
159,101
160,101
161,102
162,102
163,103
164,104
165,104
166,105
167,105
168,106
169,107
170,107
171,108
172,108
173,109
174,110
175,110
176,111
177,111
178,112
179,113
180,113
181,114
182,115
183,115
184,116
185,116
186,117
187,118
188,118
189,119
190,119
191,120
192,121
193,121
194,122
195,122
196,123
197,124
198,124
199,125
200,125
201,126
202,127
203,127
204,128
205,129
206,129
207,130
208,130
209,131
210,132
211,132
212,133
213,133
214,134
215,135
216,135
217,136
218,136
219,137
220,138
221,138
222,139
223,139
224,140
225,141
226,141
227,142
228,142
229,143
230,144
231,144
232,145
233,146
234,146
235,147
236,147
237,148
238,149
239,149
240,150
241,150
242,151
243,152
244,152
245,153
246,153
247,154
248,155
249,155
250,156
251,156
252,157
253,158
254,158
255,159
256,160
257,160
258,161
259,161
260,162
261,163
262,163
263,164
264,164
265,165
266,166
267,166
268,167
269,167
270,168
271,169
272,169
273,170
274,170
275,171
276,172
277,172
278,173
279,174
280,174
281,175
282,175
283,176
284,177
285,177
286,178
287,178
288,179
289,180
290,180
291,181
292,181
293,182
294,183
295,183
296,184
297,184
298,185
299,186
300,186
301,187
302,187
303,188
304,189
305,189
306,190
307,191
308,191
309,192
310,192
311,193
312,194
313,194
314,195
315,195
316,196
317,197
318,197
319,198
320,198
321,199
322,200
323,200
324,201
325,201
326,202
327,203
328,203
329,204
330,205
331,205
332,206
333,206
334,207
335,208
336,208
337,209
338,209
339,210
340,211
341,211
342,212
343,212
344,213
345,214
346,214
347,215
348,215
349,216
350,217
351,217
352,218
353,219
354,219
355,220
356,220
357,221
358,222
359,222
360,223
361,223
362,224
363,225
364,225
365,226
366,226
367,227
368,228
369,228
370,229
371,229
372,230
373,231
374,231
375,232
376,233
377,233
378,234
379,234
380,235
381,236
382,236
383,237
384,237
385,238
386,239
387,239
388,240
389,240
390,241
391,242
392,242
393,243
394,243
395,244
396,245
397,245
398,246
399,247
400,247
401,248
402,248
403,249
404,250
405,250
406,251
407,251
408,252
409,253
410,253
411,254
412,254
413,255
414,256
415,256
416,257
417,257
418,258
419,259
420,259
421,260
422,260
423,261
424,262
425,262
426,263
427,264
428,264
429,265
430,265
431,266
432,267
433,267
434,268
435,268
436,269
437,270
438,270
439,271
440,271
441,272
442,273
443,273
444,274
445,274
446,275
447,276
448,276
449,277
450,278
451,278
452,279
453,279
454,280
455,281
456,281
457,282
458,282
459,283
460,284
461,284
462,285
463,285
464,286
465,287
466,287
467,288
468,288
469,289
470,290
471,290
472,291
473,292
474,292
475,293
476,293
477,294
478,295
479,295
480,296
481,296
482,297
483,298
484,298
485,299
486,299
487,300
488,301
489,301
490,302
491,302
492,303
493,304
494,304
495,305
496,306
497,306
498,307
499,307
500,308
501,309
502,309
503,310
504,310
505,311
506,312
507,312
508,313
509,313
510,314
511,315
512,315
513,316
514,316
515,317
516,318
517,318
518,319
519,320
520,320
521,321
522,321
523,322
524,323
525,323
526,324
527,324
528,325
529,326
530,326
531,327
532,327
533,328
534,329
535,329
536,330
537,330
538,331
539,332
540,332
541,333
542,334
543,334
544,335
545,335
546,336
547,337
548,337
549,338
550,338
551,339
552,340
553,340
554,341
555,341
556,342
557,343
558,343
559,344
560,344
561,345
562,346
563,346
564,347
565,348
566,348
567,349
568,349
569,350
570,351
571,351
572,352
573,352
574,353
575,354
576,354
577,355
578,355
579,356
580,357
581,357
582,358
583,358
584,359
585,360
586,360
587,361
588,362
589,362
590,363
591,363
592,364
593,365
594,365
595,366
596,366
597,367
598,368
599,368
600,369
601,369
602,370
603,371
604,371
605,372
606,372
607,373
608,374
609,374
610,375
611,376
612,376
613,377
614,377
615,378
616,379
617,379
618,380
619,380
620,381
621,382
622,382
623,383
624,383
625,384
626,385
627,385
628,386
629,386
630,387
631,388
632,388
633,389
634,390
635,390
636,391
637,391
638,392
639,393
640,393
641,394
642,394
643,395
644,396
645,396
646,397
647,397
648,398
649,399
650,399
651,400
652,400
653,401
654,402
655,402
656,403
657,404
658,404
659,405
660,405
661,406
662,407
663,407
664,408
665,408
666,409
667,410
668,410
669,411
670,411
671,412
672,413
673,413
674,414
675,414
676,415
677,416
678,416
679,417
680,418
681,418
682,419
683,419
684,420
685,421
686,421
687,422
688,422
689,423
690,424
691,424
692,425
693,425
694,426
695,427
696,427
697,428
698,428
699,429
700,430
701,430
702,431
703,432
704,432
705,433
706,433
707,434
708,435
709,435
710,436
711,436
712,437
713,438
714,438
715,439
716,439
717,440
718,441
719,441
720,442
721,442
722,443
723,444
724,444
725,445
726,446
727,446
728,447
729,447
730,448
731,449
732,449
733,450
734,450
735,451
736,452
737,452
738,453
739,453
740,454
741,455
742,455
743,456
744,456
745,457
746,458
747,458
748,459
749,459
750,460
751,461
752,461
753,462
754,463
755,463
756,464
757,464
758,465
759,466
760,466
761,467
762,467
763,468
764,469
765,469
766,470
767,470
768,471
769,472
770,472
771,473
772,473
773,474
774,475
775,475
776,476
777,477
778,477
779,478
780,478
781,479
782,480
783,480
784,481
785,481
786,482
787,483
788,483
789,484
790,484
791,485
792,486
793,486
794,487
795,487
796,488
797,489
798,489
799,490
800,491
801,491
802,492
803,492
804,493
805,494
806,494
807,495
808,495
809,496
810,497
811,497
812,498
813,498
814,499
815,500
816,500
817,501
818,502
819,502
820,503
821,503
822,504
823,505
824,505
825,506
826,506
827,507
828,508
829,508
830,509
831,509
832,510
833,511
834,511
835,512
836,512
837,513
838,514
839,514
840,515
841,516
842,516
843,517
844,517
845,518
846,519
847,519
848,520
849,520
850,521
851,522
852,522
853,523
854,523
855,524
856,525
857,525
858,526
859,526
860,527
861,528
862,528
863,529
864,530
865,530
866,531
867,531
868,532
869,533
870,533
871,534
872,534
873,535
874,536
875,536
876,537
877,537
878,538
879,539
880,539
881,540
882,540
883,541
884,542
885,542
886,543
887,544
888,544
889,545
890,545
891,546
892,547
893,547
894,548
895,548
896,549
897,550
898,550
899,551
900,551
901,552
902,553
903,553
904,554
905,554
906,555
907,556
908,556
909,557
910,558
911,558
912,559
913,559
914,560
915,561
916,561
917,562
918,562
919,563
920,564
921,564
922,565
923,565
924,566
925,567
926,567
927,568
928,568
929,569
930,570
931,570
932,571
933,572
934,572
935,573
936,573
937,574
938,575
939,575
940,576
941,576
942,577
943,578
944,578
945,579
946,579
947,580
948,581
949,581
950,582
951,582
952,583
953,584
954,584
955,585
956,586
957,586
958,587
959,587
960,588
961,589
962,589
963,590
964,590
